date,region,country,product_category,product_name,sales_channel,customer_segment,revenue,units_sold,new_customers,discount_rate,gross_margin,order_count,marketing_spend,conversion_rate,campaign_flag,is_promo_period
2024-11-25,APAC,Australia,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,7593.85,1,0,0.1425,0.5133,1,1686.45,0.0486,true,true
2024-11-25,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,6920.45,1,0,0.1149,0.6411,1,1759.35,0.0589,true,true
2024-11-25,LATAM,Mexico,Analytics Platform,Pipeline Analytics,Partner,Enterprise,3916.88,2,0,0.1325,0.5133,1,1325.01,0.0437,true,true
2024-11-25,LATAM,Mexico,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,4393.51,3,0,0.1414,0.4787,2,864.00,0.0395,true,true
2024-11-26,North America,United States,Services,Enablement Workshop,Direct,Enterprise,19892.12,6,1,0.1091,0.5054,4,5487.68,0.0732,true,true
2024-11-26,North America,United States,Analytics Platform,Pipeline Analytics,Partner,Enterprise,15126.46,9,1,0.1236,0.5437,6,2975.05,0.0595,true,true
2024-11-26,North America,United States,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,11844.32,7,1,0.1424,0.5228,5,2507.22,0.0541,true,true
2024-11-26,EMEA,Germany,Analytics Platform,Forecast Studio,Direct,Enterprise,13742.31,8,1,0.0936,0.5772,6,4244.34,0.0581,true,true
2024-11-26,EMEA,United Arab Emirates,Automation Tools,CRM Workflow Pack,Partner,SMB,8553.24,31,15,0.1233,0.4515,33,2531.62,0.0467,true,true
2024-11-26,EMEA,France,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,7520.27,4,1,0.1519,0.4987,3,2186.16,0.0476,true,true
2024-11-26,APAC,Japan,Services,Enablement Workshop,Direct,Enterprise,13176.71,4,1,0.1077,0.4244,3,3909.64,0.0678,true,true
2024-11-26,APAC,India,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,8783.97,1,0,0.1372,0.5652,1,2325.32,0.0518,true,true
2024-11-26,APAC,Japan,Automation Tools,Lead Scoring Add-on,Marketplace,Mid-Market,9159.59,26,6,0.1387,0.4031,23,1683.61,0.0510,true,true
2024-11-26,LATAM,Brazil,Analytics Platform,Pipeline Analytics,Direct,Enterprise,8766.33,5,1,0.1117,0.5616,4,1888.82,0.0568,true,true
2024-11-26,LATAM,Brazil,Analytics Platform,Pipeline Analytics,Partner,Mid-Market,4475.87,3,1,0.1215,0.5329,3,1137.19,0.0416,true,true
2024-11-26,LATAM,Chile,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,3512.65,2,0,0.1486,0.4621,1,1023.82,0.0387,true,true
2024-11-27,North America,Canada,Services,Implementation Services,Direct,Enterprise,23332.38,7,1,0.1130,0.5036,5,4639.20,0.0706,true,true
2024-11-27,North America,Canada,Automation Tools,CRM Workflow Pack,Partner,SMB,14986.18,54,19,0.1258,0.4927,57,3147.73,0.0554,true,true
2024-11-27,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,12535.33,2,0,0.1489,0.5946,1,2649.74,0.0507,true,true
2024-11-27,EMEA,United Kingdom,Services,Enablement Workshop,Direct,SMB,18287.96,9,3,0.1155,0.4670,9,4099.79,0.0607,true,true
2024-11-27,EMEA,United Arab Emirates,Services,Enablement Workshop,Partner,SMB,9321.79,5,2,0.1405,0.3979,5,2475.19,0.0530,true,true
2024-11-27,EMEA,France,Analytics Platform,Forecast Studio,Marketplace,Enterprise,7168.04,4,0,0.1427,0.4850,3,2037.96,0.0483,true,true
2024-11-27,APAC,Australia,Automation Tools,Lead Scoring Add-on,Direct,Enterprise,12112.68,27,4,0.1093,0.4677,19,3108.80,0.0653,true,true
2024-11-27,APAC,Singapore,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,7901.05,1,0,0.1350,0.5435,1,2004.78,0.0505,true,true
2024-11-27,APAC,Japan,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,7366.07,1,0,0.1503,0.5305,1,1891.10,0.0462,true,true
2024-11-27,LATAM,Mexico,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,5065.61,1,0,0.0938,0.6604,1,1918.27,0.0578,true,true
2024-11-27,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,4593.55,1,0,0.1357,0.6017,1,1164.00,0.0424,true,true
2024-11-27,LATAM,Brazil,Services,Enablement Workshop,Marketplace,Enterprise,4120.11,1,0,0.1399,0.3698,1,862.34,0.0440,true,true
2024-11-28,North America,United States,Services,Implementation Services,Direct,Enterprise,22455.68,7,1,0.1138,0.5057,5,5202.67,0.0736,true,true
2024-11-28,North America,United States,Analytics Platform,Pipeline Analytics,Partner,Enterprise,13332.16,8,1,0.1317,0.5663,6,2825.21,0.0604,true,true
2024-11-28,North America,United States,Analytics Platform,Forecast Studio,Marketplace,Enterprise,12499.34,7,1,0.1603,0.5083,5,2631.04,0.0546,true,true
2024-11-28,EMEA,France,Automation Tools,CRM Workflow Pack,Direct,Enterprise,16049.79,36,4,0.1073,0.5351,26,3551.03,0.0638,true,true
2024-11-28,EMEA,France,Enterprise Suite,Insight Enterprise Cloud,Partner,SMB,10028.43,3,1,0.1250,0.5975,3,2364.26,0.0451,true,true
2024-11-28,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,8266.13,1,0,0.1540,0.5525,1,1911.19,0.0430,true,true
2024-11-28,APAC,Australia,Analytics Platform,Forecast Studio,Direct,SMB,12349.45,11,5,0.0956,0.5564,12,3579.19,0.0689,true,true
2024-11-28,APAC,Japan,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,9472.41,21,2,0.1287,0.3989,15,1998.79,0.0524,true,true
2024-11-28,APAC,Singapore,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,8587.45,1,0,0.1489,0.5327,1,1744.10,0.0481,true,true
2024-11-28,LATAM,Mexico,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,5981.92,1,0,0.0989,0.6621,1,1806.69,0.0520,true,true
2024-11-28,LATAM,Mexico,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,4111.12,9,1,0.1192,0.4438,6,1341.45,0.0428,true,true
2024-11-28,LATAM,Mexico,Analytics Platform,Forecast Studio,Marketplace,Mid-Market,3723.35,3,1,0.1411,0.4861,3,1010.76,0.0391,true,true
2024-11-29,North America,Canada,Automation Tools,CRM Workflow Pack,Direct,Enterprise,22060.02,49,5,0.1055,0.5659,35,4534.27,0.0710,true,true
2024-11-29,North America,Canada,Analytics Platform,Pipeline Analytics,Partner,SMB,14223.36,13,6,0.1266,0.5662,14,3345.67,0.0539,true,true
2024-11-29,North America,Canada,Services,Enablement Workshop,Marketplace,Enterprise,10984.46,4,0,0.1572,0.3791,3,2741.97,0.0556,true,true
2024-11-29,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,14790.46,2,0,0.1051,0.6586,1,3339.55,0.0645,true,true
2024-11-29,EMEA,Germany,Services,Enablement Workshop,Partner,Enterprise,8684.77,3,0,0.1402,0.3793,2,2456.11,0.0499,true,true
2024-11-29,EMEA,France,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,9996.21,22,3,0.1526,0.4293,16,1938.12,0.0446,true,true
2024-11-29,APAC,Singapore,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,13452.12,2,0,0.1005,0.6013,1,3161.75,0.0626,true,true
2024-11-29,APAC,Singapore,Analytics Platform,Pipeline Analytics,Partner,Mid-Market,8000.17,6,1,0.1255,0.5013,5,2166.79,0.0511,true,true
2024-11-29,APAC,Australia,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,7129.51,1,0,0.1618,0.5062,1,1678.03,0.0497,true,true
2024-11-29,LATAM,Chile,Services,Implementation Services,Direct,Enterprise,6272.01,2,0,0.1162,0.4475,1,1953.27,0.0546,true,true
2024-11-29,LATAM,Mexico,Automation Tools,CRM Workflow Pack,Partner,Mid-Market,4835.44,13,2,0.1384,0.4331,11,1326.18,0.0408,true,true
2024-11-29,LATAM,Brazil,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,2285.50,1,0,0.1395,0.5525,1,885.74,0.0364,true,true
2024-11-30,North America,Canada,Automation Tools,CRM Workflow Pack,Direct,Enterprise,20097.16,45,6,0.0941,0.5354,32,4937.40,0.0732,true,true
2024-11-30,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,13051.17,2,0,0.1257,0.6301,1,3413.85,0.0532,true,true
2024-11-30,North America,Canada,Analytics Platform,Forecast Studio,Marketplace,Enterprise,9750.72,6,1,0.1472,0.5336,4,2409.85,0.0572,true,true
2024-11-30,EMEA,France,Services,Enablement Workshop,Direct,Enterprise,12492.64,4,1,0.0940,0.4622,3,4032.42,0.0625,true,true
2024-11-30,EMEA,Germany,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,8622.58,1,0,0.1241,0.5915,1,2465.07,0.0466,true,true
2024-11-30,EMEA,Germany,Services,Enablement Workshop,Marketplace,Enterprise,6160.47,2,0,0.1496,0.3793,1,1770.61,0.0477,true,true
2024-11-30,APAC,Australia,Services,Implementation Services,Direct,Mid-Market,12775.73,5,1,0.1126,0.4006,4,3824.18,0.0633,true,true
2024-11-30,APAC,India,Automation Tools,Lead Scoring Add-on,Partner,Mid-Market,7559.41,21,6,0.1196,0.4136,18,2336.27,0.0532,true,true
2024-11-30,APAC,India,Automation Tools,CRM Workflow Pack,Marketplace,SMB,7143.33,26,9,0.1510,0.3734,27,1839.05,0.0498,true,true
2024-11-30,LATAM,Brazil,Automation Tools,CRM Workflow Pack,Direct,Mid-Market,7298.22,20,4,0.1076,0.5152,18,1857.14,0.0542,true,true
2024-11-30,LATAM,Brazil,Services,Implementation Services,Partner,Enterprise,4587.33,1,0,0.1274,0.3874,1,1189.00,0.0414,true,true
2024-11-30,LATAM,Brazil,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,3153.67,7,1,0.1394,0.4298,5,1012.51,0.0381,true,true
2024-12-01,North America,United States,Automation Tools,CRM Workflow Pack,Direct,Mid-Market,17326.01,48,10,0.0570,0.5692,42,3770.92,0.0651,false,false
2024-12-01,North America,Canada,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,11362.71,2,0,0.0855,0.6719,1,2267.52,0.0487,false,false
2024-12-01,North America,United States,Analytics Platform,Pipeline Analytics,Marketplace,Mid-Market,7435.70,5,1,0.1099,0.5671,4,1637.15,0.0498,false,false
2024-12-01,EMEA,France,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,10846.27,2,0,0.0632,0.6919,1,2982.86,0.0549,false,false
2024-12-01,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Partner,Mid-Market,7355.23,5,1,0.0818,0.5667,4,1798.56,0.0468,false,false
2024-12-01,EMEA,Germany,Services,Implementation Services,Marketplace,Enterprise,5304.78,2,0,0.1038,0.4090,1,1081.30,0.0422,false,false
2024-12-01,APAC,Australia,Analytics Platform,Pipeline Analytics,Direct,Enterprise,12548.51,7,1,0.0535,0.5703,5,2262.69,0.0639,false,false
2024-12-01,APAC,India,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,7047.04,1,0,0.0968,0.5661,1,1626.89,0.0467,false,false
2024-12-01,APAC,Japan,Analytics Platform,Forecast Studio,Marketplace,SMB,4421.32,4,1,0.0973,0.4888,4,1101.50,0.0467,false,false
2024-12-01,LATAM,Chile,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,5387.19,1,0,0.0504,0.6629,1,1425.89,0.0517,false,false
2024-12-01,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Partner,SMB,4007.96,1,0,0.0874,0.6224,1,786.16,0.0402,false,false
2024-12-01,LATAM,Chile,Analytics Platform,Forecast Studio,Marketplace,Enterprise,2666.00,2,0,0.1017,0.5178,1,668.92,0.0360,false,false
2024-12-02,North America,Canada,Services,Implementation Services,Direct,Enterprise,20716.53,7,1,0.0610,0.5328,5,3629.63,0.0647,false,false
2024-12-02,North America,Canada,Automation Tools,Lead Scoring Add-on,Partner,Mid-Market,14045.27,39,11,0.0937,0.4989,34,2361.81,0.0528,false,false
2024-12-02,North America,United States,Services,Enablement Workshop,Marketplace,Enterprise,8494.11,3,0,0.0963,0.4289,2,1617.29,0.0440,false,false
2024-12-02,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Direct,Mid-Market,15166.51,11,3,0.0684,0.6253,10,2596.34,0.0552,false,false
2024-12-02,EMEA,United Kingdom,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,8370.62,19,2,0.0819,0.4707,14,1600.23,0.0427,false,false
2024-12-02,EMEA,United Kingdom,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,5405.19,12,1,0.0973,0.4536,9,1292.97,0.0378,false,false
2024-12-02,APAC,Singapore,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,15969.88,3,0,0.0512,0.6308,2,2889.08,0.0568,false,false
2024-12-02,APAC,Japan,Analytics Platform,Forecast Studio,Partner,Mid-Market,5963.59,4,1,0.0891,0.5135,4,1580.23,0.0460,false,false
2024-12-02,APAC,India,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,4796.40,11,1,0.1137,0.4239,8,1226.86,0.0455,false,false
2024-12-02,LATAM,Mexico,Analytics Platform,Forecast Studio,Direct,Enterprise,5297.17,3,0,0.0663,0.6076,2,1259.56,0.0504,false,false
2024-12-02,LATAM,Brazil,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,5409.22,12,1,0.0862,0.4629,9,920.41,0.0350,false,false
2024-12-02,LATAM,Mexico,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Mid-Market,2973.07,1,0,0.1134,0.5940,1,543.20,0.0370,false,false
2024-12-03,North America,Canada,Automation Tools,Lead Scoring Add-on,Direct,SMB,21771.77,78,32,0.0628,0.5804,82,3459.52,0.0602,false,false
2024-12-03,North America,Canada,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,14069.80,31,3,0.0968,0.5235,22,2168.03,0.0471,false,false
2024-12-03,North America,United States,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,9531.88,2,0,0.1158,0.6375,1,1763.71,0.0484,false,false
2024-12-03,EMEA,United Arab Emirates,Analytics Platform,Pipeline Analytics,Direct,Mid-Market,13471.51,10,3,0.0693,0.6177,9,2715.96,0.0587,false,false
2024-12-03,EMEA,France,Services,Enablement Workshop,Partner,Mid-Market,8651.54,3,1,0.0894,0.4311,3,1816.87,0.0399,false,false
2024-12-03,EMEA,France,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,7324.65,16,2,0.0979,0.4583,12,1293.29,0.0389,false,false
2024-12-03,APAC,Singapore,Analytics Platform,Pipeline Analytics,Direct,Enterprise,13361.14,8,1,0.0683,0.5670,6,2806.25,0.0569,false,false
2024-12-03,APAC,Japan,Analytics Platform,Forecast Studio,Partner,Mid-Market,6682.30,5,1,0.0856,0.5073,4,1439.41,0.0444,false,false
2024-12-03,APAC,Japan,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,4798.83,3,0,0.1071,0.4930,2,1072.18,0.0462,false,false
2024-12-03,LATAM,Chile,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,5904.60,16,3,0.0639,0.5292,14,1422.05,0.0501,false,false
2024-12-03,LATAM,Chile,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,3926.44,1,0,0.0850,0.6122,1,799.95,0.0393,false,false
2024-12-03,LATAM,Brazil,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,2869.95,6,1,0.1121,0.4636,4,684.05,0.0317,false,false
2024-12-04,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,21170.50,3,0,0.0691,0.7022,2,3696.81,0.0662,false,false
2024-12-04,North America,United States,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,13495.21,2,0,0.0740,0.6395,1,2500.05,0.0484,false,false
2024-12-04,North America,United States,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,9192.17,21,2,0.1125,0.4885,15,1661.94,0.0481,false,false
2024-12-04,EMEA,United Kingdom,Analytics Platform,Forecast Studio,Direct,Mid-Market,15553.51,11,2,0.0488,0.6021,10,3026.99,0.0599,false,false
2024-12-04,EMEA,Germany,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,8944.86,1,0,0.0740,0.6358,1,1849.28,0.0466,false,false
2024-12-04,EMEA,France,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,6518.76,15,2,0.0996,0.4551,11,1330.69,0.0365,false,false
2024-12-04,APAC,Japan,Automation Tools,Lead Scoring Add-on,Direct,Mid-Market,13062.52,36,8,0.0539,0.4861,32,2502.98,0.0573,false,false
2024-12-04,APAC,India,Enterprise Suite,Revenue Intelligence Pro,Partner,Mid-Market,8768.22,2,1,0.0847,0.5752,2,1561.54,0.0444,false,false
2024-12-04,APAC,Australia,Analytics Platform,Forecast Studio,Marketplace,Enterprise,6038.78,3,0,0.1157,0.4816,2,1110.02,0.0462,false,false
2024-12-04,LATAM,Chile,Analytics Platform,Forecast Studio,Direct,Enterprise,7262.12,4,0,0.0618,0.6071,3,1545.31,0.0487,false,false
2024-12-04,LATAM,Chile,Automation Tools,CRM Workflow Pack,Partner,Enterprise,4712.56,11,2,0.0895,0.4815,8,858.78,0.0377,false,false
2024-12-04,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,4005.10,1,0,0.1072,0.5961,1,648.04,0.0322,false,false
2024-12-05,North America,Canada,Analytics Platform,Forecast Studio,Direct,Enterprise,23396.74,13,1,0.0549,0.6570,9,4192.01,0.0654,false,false
2024-12-05,North America,Canada,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,12458.17,28,3,0.0730,0.5108,20,2124.07,0.0493,false,false
2024-12-05,North America,Canada,Analytics Platform,Forecast Studio,Marketplace,Enterprise,8738.29,5,1,0.0968,0.5789,4,1729.57,0.0483,false,false
2024-12-05,EMEA,Germany,Analytics Platform,Forecast Studio,Direct,SMB,14408.86,13,5,0.0695,0.6323,14,2729.28,0.0565,false,false
2024-12-05,EMEA,Germany,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,8889.64,1,0,0.0812,0.6291,1,1768.51,0.0429,false,false
2024-12-05,EMEA,United Kingdom,Automation Tools,Lead Scoring Add-on,Marketplace,SMB,6206.57,22,8,0.0966,0.4529,23,1141.81,0.0421,false,false
2024-12-05,APAC,Australia,Automation Tools,CRM Workflow Pack,Direct,Enterprise,12626.90,28,3,0.0688,0.4873,20,2528.38,0.0633,false,false
2024-12-05,APAC,Australia,Analytics Platform,Forecast Studio,Partner,Enterprise,9225.19,5,1,0.0935,0.5005,4,1847.98,0.0478,false,false
2024-12-05,APAC,Japan,Services,Implementation Services,Marketplace,Enterprise,5124.86,2,0,0.1012,0.3768,1,1110.94,0.0429,false,false
2024-12-05,LATAM,Brazil,Services,Implementation Services,Direct,Enterprise,7342.82,2,0,0.0625,0.4798,1,1346.34,0.0468,false,false
2024-12-05,LATAM,Brazil,Analytics Platform,Forecast Studio,Partner,Mid-Market,4527.28,3,1,0.0752,0.5256,3,1014.25,0.0380,false,false
2024-12-05,LATAM,Chile,Analytics Platform,Forecast Studio,Marketplace,Mid-Market,2443.06,2,1,0.0962,0.5168,2,558.86,0.0353,false,false
2024-12-06,North America,United States,Automation Tools,Lead Scoring Add-on,Direct,SMB,22396.73,80,38,0.0651,0.5730,84,3820.73,0.0622,false,false
2024-12-06,North America,United States,Enterprise Suite,Insight Enterprise Cloud,Partner,Enterprise,13545.75,2,0,0.0880,0.6676,1,2625.02,0.0519,false,false
2024-12-06,North America,United States,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,8706.83,19,2,0.0985,0.5006,14,1689.09,0.0501,false,false
2024-12-06,EMEA,United Arab Emirates,Analytics Platform,Forecast Studio,Direct,SMB,15520.05,14,5,0.0701,0.6019,15,3057.42,0.0533,false,false
2024-12-06,EMEA,France,Automation Tools,Lead Scoring Add-on,Partner,SMB,9146.88,33,16,0.0967,0.4907,35,1760.27,0.0403,false,false
2024-12-06,EMEA,Germany,Analytics Platform,Forecast Studio,Marketplace,Enterprise,5849.63,3,0,0.1022,0.5463,2,1154.46,0.0425,false,false
2024-12-06,APAC,Singapore,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,12624.38,2,0,0.0685,0.6258,1,2592.03,0.0564,false,false
2024-12-06,APAC,Australia,Analytics Platform,Pipeline Analytics,Partner,Mid-Market,8272.85,6,2,0.0758,0.5000,5,1607.61,0.0457,false,false
2024-12-06,APAC,Japan,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,5332.07,3,0,0.1043,0.4931,2,1256.25,0.0438,false,false
2024-12-06,LATAM,Brazil,Analytics Platform,Forecast Studio,Direct,SMB,7784.77,7,2,0.0646,0.6148,7,1397.46,0.0529,false,false
2024-12-06,LATAM,Brazil,Services,Implementation Services,Partner,Enterprise,4219.68,1,0,0.0828,0.4091,1,811.22,0.0396,false,false
2024-12-06,LATAM,Mexico,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,2901.73,1,0,0.1111,0.5776,1,552.69,0.0335,false,false
2024-12-07,North America,Canada,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,16564.42,3,0,0.0518,0.7177,2,3517.13,0.0668,false,false
2024-12-07,North America,United States,Analytics Platform,Forecast Studio,Partner,Enterprise,10575.24,6,1,0.0748,0.5777,4,2289.74,0.0518,false,false
2024-12-07,North America,Canada,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,9141.98,2,0,0.0968,0.6329,1,1832.47,0.0460,false,false
2024-12-07,EMEA,France,Analytics Platform,Forecast Studio,Direct,Enterprise,11863.80,7,1,0.0648,0.6147,5,2856.26,0.0567,false,false
2024-12-07,EMEA,United Arab Emirates,Automation Tools,Lead Scoring Add-on,Partner,SMB,7658.97,27,13,0.0816,0.4764,28,2012.02,0.0419,false,false
2024-12-07,EMEA,Germany,Analytics Platform,Forecast Studio,Marketplace,Enterprise,5805.69,3,0,0.1078,0.5406,2,1168.48,0.0416,false,false
2024-12-07,APAC,India,Analytics Platform,Forecast Studio,Direct,Enterprise,11172.65,6,1,0.0683,0.5838,4,2640.04,0.0575,false,false
2024-12-07,APAC,Australia,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,6972.81,1,0,0.0731,0.5864,1,1549.42,0.0497,false,false
2024-12-07,APAC,Japan,Automation Tools,CRM Workflow Pack,Marketplace,Mid-Market,4252.38,12,3,0.1011,0.4153,11,1077.72,0.0440,false,false
2024-12-07,LATAM,Mexico,Analytics Platform,Forecast Studio,Direct,Enterprise,5877.28,3,0,0.0570,0.6027,2,1500.58,0.0517,false,false
2024-12-07,LATAM,Mexico,Enterprise Suite,Revenue Intelligence Pro,Partner,Mid-Market,3992.23,1,0,0.0803,0.5980,1,896.22,0.0362,false,false
2024-12-07,LATAM,Mexico,Analytics Platform,Forecast Studio,Marketplace,Mid-Market,2343.10,2,1,0.1096,0.5208,2,634.52,0.0334,false,false
2024-12-08,North America,Canada,Services,Enablement Workshop,Direct,Enterprise,18117.07,6,1,0.0610,0.5128,4,3870.64,0.0674,false,false
2024-12-08,North America,United States,Analytics Platform,Pipeline Analytics,Partner,SMB,11908.26,11,6,0.0893,0.5959,12,2328.27,0.0476,false,false
2024-12-08,North America,Canada,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,7183.29,4,1,0.0965,0.5816,3,1557.44,0.0489,false,false
2024-12-08,EMEA,Germany,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,12092.08,2,0,0.0597,0.6802,1,2984.96,0.0523,false,false
2024-12-08,EMEA,France,Analytics Platform,Pipeline Analytics,Partner,Enterprise,7128.98,4,1,0.0962,0.5544,3,1876.83,0.0457,false,false
2024-12-08,EMEA,France,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,5886.39,1,0,0.1057,0.6075,1,1274.69,0.0372,false,false
2024-12-08,APAC,Australia,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,12823.19,2,0,0.0708,0.6443,1,2286.49,0.0581,false,false
2024-12-08,APAC,Japan,Analytics Platform,Forecast Studio,Partner,Enterprise,6060.28,3,0,0.0844,0.4958,2,1619.99,0.0476,false,false
2024-12-08,APAC,India,Analytics Platform,Pipeline Analytics,Marketplace,Enterprise,4308.14,2,0,0.1163,0.5048,1,1220.36,0.0438,false,false
2024-12-08,LATAM,Brazil,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,6448.71,1,0,0.0512,0.6768,1,1357.33,0.0519,false,false
2024-12-08,LATAM,Brazil,Analytics Platform,Forecast Studio,Partner,Enterprise,3193.60,2,0,0.0839,0.5242,1,783.15,0.0330,false,false
2024-12-08,LATAM,Chile,Automation Tools,CRM Workflow Pack,Marketplace,Enterprise,2534.20,6,1,0.1129,0.4660,4,534.07,0.0308,false,false
2024-12-09,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Direct,Enterprise,24302.19,4,1,0.0616,0.7200,3,3300.04,0.0663,false,false
2024-12-09,North America,Canada,Analytics Platform,Forecast Studio,Partner,Enterprise,13855.05,8,1,0.0798,0.5699,6,2584.01,0.0532,false,false
2024-12-09,North America,Canada,Enterprise Suite,Insight Enterprise Cloud,Marketplace,Enterprise,9339.11,2,0,0.0992,0.6519,1,1655.88,0.0466,false,false
2024-12-09,EMEA,France,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,12399.43,2,0,0.0690,0.6952,1,2983.52,0.0540,false,false
2024-12-09,EMEA,France,Automation Tools,Lead Scoring Add-on,Partner,Enterprise,9882.74,22,2,0.0946,0.4857,16,2000.74,0.0401,false,false
2024-12-09,EMEA,France,Automation Tools,Lead Scoring Add-on,Marketplace,Enterprise,6691.54,15,2,0.1157,0.4820,11,1037.75,0.0430,false,false
2024-12-09,APAC,Australia,Enterprise Suite,Revenue Intelligence Pro,Direct,Enterprise,15187.33,2,0,0.0523,0.6387,1,2440.84,0.0600,false,false
2024-12-09,APAC,India,Services,Implementation Services,Partner,Enterprise,8557.56,3,0,0.0826,0.3842,2,1720.77,0.0431,false,false
2024-12-09,APAC,Japan,Automation Tools,Lead Scoring Add-on,Marketplace,SMB,5691.70,20,7,0.1142,0.4288,21,1140.11,0.0440,false,false
2024-12-09,LATAM,Mexico,Automation Tools,CRM Workflow Pack,Direct,SMB,6132.32,22,10,0.0535,0.5449,23,1364.68,0.0529,false,false
2024-12-09,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Partner,Enterprise,5699.46,1,0,0.0834,0.6224,1,926.12,0.0403,false,false
2024-12-09,LATAM,Chile,Enterprise Suite,Revenue Intelligence Pro,Marketplace,Enterprise,3965.41,1,0,0.1127,0.6031,1,692.64,0.0378,false,false
2024-12-10,North America,United States,Analytics Platform,Forecast Studio,Direct,SMB,22509.67,21,10,0.0539,0.6498,22,3299.39,0.0616,false,false
2024-12-10,North America,Canada,Analytics Platform,Pipeline Analytics,Partner,Enterprise,15365.37,9,1,0.0841,0.6007,6,2566.70,0.0534,false,false
2024-12-10,North America,Canada,Analytics Platform,Forecast Studio,Marketplace,Enterprise,8584.47,5,1,0.1137,0.5747,4,1522.61,0.0474,false,false
2024-12-10,EMEA,France,Analytics Platform,Forecast Studio,Direct,Enterprise,13311.57,8,1,0.0653,0.6006,6,2596.97,0.0551,false,false
